naca,alpha,reynolds,log_re,mach,tc_ratio,camber,cl,cd,cl_sq,re_mach
0015,14.0,1000000.0,6.0,0.2,0.15,0.0,1.075,0.0635,1.155625,0.2
0015,14.5,1000000.0,6.0,0.2,0.15,0.0,1.075,0.063799,1.155625,0.2
0015,15.0,1000000.0,6.0,0.2,0.15,0.0,1.075,0.064307,1.155625,0.2
0015,15.5,1000000.0,6.0,0.2,0.15,0.0,1.075,0.068146,1.155625,0.2
0015,16.0,1000000.0,6.0,0.2,0.15,0.0,1.075,0.073469,1.155625,0.2
0015,16.5,1000000.0,6.0,0.2,0.15,0.0,1.075,0.09777,1.155625,0.2
0015,17.0,1000000.0,6.0,0.2,0.15,0.0,1.075,0.14077,1.155625,0.2
0015,17.5,1000000.0,6.0,0.2,0.15,0.0,1.075,0.182012,1.155625,0.2
0015,18.0,1000000.0,6.0,0.2,0.15,0.0,1.075,0.209151,1.155625,0.2
0015,18.5,1000000.0,6.0,0.2,0.15,0.0,1.075,0.208369,1.155625,0.2
0015,19.0,1000000.0,6.0,0.2,0.15,0.0,1.075,0.215529,1.155625,0.2
0015,19.5,1000000.0,6.0,0.2,0.15,0.0,1.075,0.212854,1.155625,0.2
0015,20.0,1000000.0,6.0,0.2,0.15,0.0,1.075,0.217347,1.155625,0.2
0015,20.5,1000000.0,6.0,0.2,0.15,0.0,1.075,0.213434,1.155625,0.2
0015,21.0,1000000.0,6.0,0.2,0.15,0.0,1.075,0.212233,1.155625,0.2
0015,21.5,1000000.0,6.0,0.2,0.15,0.0,1.075,0.217662,1.155625,0.2
0015,-12.0,1000000.0,6.0,0.3,0.15,0.0,-0.8,0.068528,0.64,0.3
0015,-11.5,1000000.0,6.0,0.3,0.15,0.0,-0.8,0.04987,0.64,0.3
0015,-11.0,1000000.0,6.0,0.3,0.15,0.0,-0.8,0.042992,0.64,0.3
0015,-10.5,1000000.0,6.0,0.3,0.15,0.0,-0.8,0.041221,0.64,0.3
0015,-10.0,1000000.0,6.0,0.3,0.15,0.0,-0.8,0.040937,0.64,0.3
0015,-9.5,1000000.0,6.0,0.3,0.15,0.0,-0.8,0.039952,0.64,0.3
0015,-9.0,1000000.0,6.0,0.3,0.15,0.0,-0.8,0.040611,0.64,0.3
0015,-8.5,1000000.0,6.0,0.3,0.15,0.0,-0.8,0.038995,0.64,0.3
0015,-8.0,1000000.0,6.0,0.3,0.15,0.0,-0.8,0.039536,0.64,0.3
0015,-7.5,1000000.0,6.0,0.3,0.15,0.0,-0.8,0.039627,0.64,0.3
0015,-7.0,1000000.0,6.0,0.3,0.15,0.0,-0.76764,0.03736,0.589271,0.3
0015,-6.5,1000000.0,6.0,0.3,0.15,0.0,-0.7128,0.033667,0.508084,0.3
0015,-6.0,1000000.0,6.0,0.3,0.15,0.0,-0.65797,0.030418,0.432925,0.3
0015,-5.5,1000000.0,6.0,0.3,0.15,0.0,-0.60314,0.02669,0.363778,0.3
0015,-5.0,1000000.0,6.0,0.3,0.15,0.0,-0.54831,0.023963,0.300644,0.3
0015,-4.5,1000000.0,6.0,0.3,0.15,0.0,-0.49348,0.021225,0.243523,0.3
0015,-4.0,1000000.0,6.0,0.3,0.15,0.0,-0.43865,0.018585,0.192414,0.3
0015,-3.5,1000000.0,6.0,0.3,0.15,0.0,-0.38382,0.016708,0.147318,0.3
0015,-3.0,1000000.0,6.0,0.3,0.15,0.0,-0.32899,0.014874,0.108234,0.3
0015,-2.5,1000000.0,6.0,0.3,0.15,0.0,-0.27416,0.013325,0.075164,0.3
0015,-2.0,1000000.0,6.0,0.3,0.15,0.0,-0.21932,0.012098,0.048101,0.3
0015,-1.5,1000000.0,6.0,0.3,0.15,0.0,-0.16449,0.011119,0.027057,0.3
0015,-1.0,1000000.0,6.0,0.3,0.15,0.0,-0.10966,0.010336,0.012025,0.3
0015,-0.5,1000000.0,6.0,0.3,0.15,0.0,-0.05483,0.010171,0.003006,0.3
0015,0.0,1000000.0,6.0,0.3,0.15,0.0,0.0,0.009668,0.0,0.3
0015,0.5,1000000.0,6.0,0.3,0.15,0.0,0.05483,0.009873,0.003006,0.3
0015,1.0,1000000.0,6.0,0.3,0.15,0.0,0.10966,0.010837,0.012025,0.3
0015,1.5,1000000.0,6.0,0.3,0.15,0.0,0.16449,0.010934,0.027057,0.3
0015,2.0,1000000.0,6.0,0.3,0.15,0.0,0.21932,0.011846,0.048101,0.3
0015,2.5,1000000.0,6.0,0.3,0.15,0.0,0.27416,0.013506,0.075164,0.3
0015,3.0,1000000.0,6.0,0.3,0.15,0.0,0.32899,0.014442,0.108234,0.3
0015,3.5,1000000.0,6.0,0.3,0.15,0.0,0.38382,0.016677,0.147318,0.3
0015,4.0,1000000.0,6.0,0.3,0.15,0.0,0.43865,0.019454,0.192414,0.3
0015,4.5,1000000.0,6.0,0.3,0.15,0.0,0.49348,0.020747,0.243523,0.3
0015,5.0,1000000.0,6.0,0.3,0.15,0.0,0.54831,0.023203,0.300644,0.3
0015,5.5,1000000.0,6.0,0.3,0.15,0.0,0.60314,0.026265,0.363778,0.3
0015,6.0,1000000.0,6.0,0.3,0.15,0.0,0.65797,0.030511,0.432925,0.3
0015,6.5,1000000.0,6.0,0.3,0.15,0.0,0.7128,0.034191,0.508084,0.3
0015,7.0,1000000.0,6.0,0.3,0.15,0.0,0.76764,0.037136,0.589271,0.3
0015,7.5,1000000.0,6.0,0.3,0.15,0.0,0.82247,0.04193,0.676457,0.3
0015,8.0,1000000.0,6.0,0.3,0.15,0.0,0.8773,0.046824,0.769655,0.3
0015,8.5,1000000.0,6.0,0.3,0.15,0.0,0.93213,0.051866,0.868866,0.3
0015,9.0,1000000.0,6.0,0.3,0.15,0.0,0.98696,0.055233,0.97409,0.3
0015,9.5,1000000.0,6.0,0.3,0.15,0.0,1.04179,0.058551,1.085326,0.3
0015,10.0,1000000.0,6.0,0.3,0.15,0.0,1.075,0.063148,1.155625,0.3
0015,10.5,1000000.0,6.0,0.3,0.15,0.0,1.075,0.063526,1.155625,0.3
0015,11.0,1000000.0,6.0,0.3,0.15,0.0,1.075,0.063687,1.155625,0.3
0015,11.5,1000000.0,6.0,0.3,0.15,0.0,1.075,0.063755,1.155625,0.3
0015,12.0,1000000.0,6.0,0.3,0.15,0.0,1.075,0.065009,1.155625,0.3
0015,12.5,1000000.0,6.0,0.3,0.15,0.0,1.075,0.06516,1.155625,0.3
0015,13.0,1000000.0,6.0,0.3,0.15,0.0,1.075,0.063778,1.155625,0.3
0015,13.5,1000000.0,6.0,0.3,0.15,0.0,1.075,0.065014,1.155625,0.3
0015,14.0,1000000.0,6.0,0.3,0.15,0.0,1.075,0.064366,1.155625,0.3
0015,14.5,1000000.0,6.0,0.3,0.15,0.0,1.075,0.0643,1.155625,0.3
0015,15.0,1000000.0,6.0,0.3,0.15,0.0,1.075,0.065871,1.155625,0.3
0015,15.5,1000000.0,6.0,0.3,0.15,0.0,1.075,0.067622,1.155625,0.3
0015,16.0,1000000.0,6.0,0.3,0.15,0.0,1.075,0.078205,1.155625,0.3
0015,16.5,1000000.0,6.0,0.3,0.15,0.0,1.075,0.096818,1.155625,0.3
0015,17.0,1000000.0,6.0,0.3,0.15,0.0,1.075,0.141455,1.155625,0.3
0015,17.5,1000000.0,6.0,0.3,0.15,0.0,1.075,0.185807,1.155625,0.3
0015,18.0,1000000.0,6.0,0.3,0.15,0.0,1.075,0.210629,1.155625,0.3
0015,18.5,1000000.0,6.0,0.3,0.15,0.0,1.075,0.221703,1.155625,0.3
0015,19.0,1000000.0,6.0,0.3,0.15,0.0,1.075,0.220045,1.155625,0.3
0015,19.5,1000000.0,6.0,0.3,0.15,0.0,1.075,0.216163,1.155625,0.3
0015,20.0,1000000.0,6.0,0.3,0.15,0.0,1.075,0.223885,1.155625,0.3
0015,20.5,1000000.0,6.0,0.3,0.15,0.0,1.075,0.223658,1.155625,0.3
0015,21.0,1000000.0,6.0,0.3,0.15,0.0,1.075,0.214729,1.155625,0.3
0015,21.5,1000000.0,6.0,0.3,0.15,0.0,1.075,0.221163,1.155625,0.3
0015,-12.0,1000000.0,6.0,0.5,0.15,0.0,-0.8,0.071263,0.64,0.5
0015,-11.5,1000000.0,6.0,0.5,0.15,0.0,-0.8,0.052551,0.64,0.5
0015,-11.0,1000000.0,6.0,0.5,0.15,0.0,-0.8,0.04408,0.64,0.5
0015,-10.5,1000000.0,6.0,0.5,0.15,0.0,-0.8,0.042455,0.64,0.5
0015,-10.0,1000000.0,6.0,0.5,0.15,0.0,-0.8,0.041202,0.64,0.5
0015,-9.5,1000000.0,6.0,0.5,0.15,0.0,-0.8,0.040104,0.64,0.5
0015,-9.0,1000000.0,6.0,0.5,0.15,0.0,-0.8,0.041364,0.64,0.5
0015,-8.5,1000000.0,6.0,0.5,0.15,0.0,-0.8,0.039928,0.64,0.5
0015,-8.0,1000000.0,6.0,0.5,0.15,0.0,-0.8,0.041002,0.64,0.5
0015,-7.5,1000000.0,6.0,0.5,0.15,0.0,-0.8,0.0403,0.64,0.5
0015,-7.0,1000000.0,6.0,0.5,0.15,0.0,-0.76764,0.038212,0.589271,0.5
0015,-6.5,1000000.0,6.0,0.5,0.15,0.0,-0.7128,0.034885,0.508084,0.5
0015,-6.0,1000000.0,6.0,0.5,0.15,0.0,-0.65797,0.031348,0.432925,0.5
0015,-5.5,1000000.0,6.0,0.5,0.15,0.0,-0.60314,0.028427,0.363778,0.5
0015,-5.0,1000000.0,6.0,0.5,0.15,0.0,-0.54831,0.024882,0.300644,0.5
0015,-4.5,1000000.0,6.0,0.5,0.15,0.0,-0.49348,0.022341,0.243523,0.5
0015,-4.0,1000000.0,6.0,0.5,0.15,0.0,-0.43865,0.019716,0.192414,0.5
0015,-3.5,1000000.0,6.0,0.5,0.15,0.0,-0.38382,0.017783,0.147318,0.5
0015,-3.0,1000000.0,6.0,0.5,0.15,0.0,-0.32899,0.01601,0.108234,0.5
0015,-2.5,1000000.0,6.0,0.5,0.15,0.0,-0.27416,0.014336,0.075164,0.5
0015,-2.0,1000000.0,6.0,0.5,0.15,0.0,-0.21932,0.012737,0.048101,0.5
0015,-1.5,1000000.0,6.0,0.5,0.15,0.0,-0.16449,0.012166,0.027057,0.5
0015,-1.0,1000000.0,6.0,0.5,0.15,0.0,-0.10966,0.011464,0.012025,0.5
0015,-0.5,1000000.0,6.0,0.5,0.15,0.0,-0.05483,0.010868,0.003006,0.5
0015,0.0,1000000.0,6.0,0.5,0.15,0.0,0.0,0.01063,0.0,0.5
0015,0.5,1000000.0,6.0,0.5,0.15,0.0,0.05483,0.011223,0.003006,0.5
0015,1.0,1000000.0,6.0,0.5,0.15,0.0,0.10966,0.011486,0.012025,0.5
0015,1.5,1000000.0,6.0,0.5,0.15,0.0,0.16449,0.012064,0.027057,0.5
0015,2.0,1000000.0,6.0,0.5,0.15,0.0,0.21932,0.012868,0.048101,0.5
0015,2.5,1000000.0,6.0,0.5,0.15,0.0,0.27416,0.01418,0.075164,0.5
0015,3.0,1000000.0,6.0,0.5,0.15,0.0,0.32899,0.016216,0.108234,0.5
0015,3.5,1000000.0,6.0,0.5,0.15,0.0,0.38382,0.017772,0.147318,0.5
0015,4.0,1000000.0,6.0,0.5,0.15,0.0,0.43865,0.019682,0.192414,0.5
0015,4.5,1000000.0,6.0,0.5,0.15,0.0,0.49348,0.022408,0.243523,0.5
0015,5.0,1000000.0,6.0,0.5,0.15,0.0,0.54831,0.024608,0.300644,0.5
0015,5.5,1000000.0,6.0,0.5,0.15,0.0,0.60314,0.028495,0.363778,0.5
0015,6.0,1000000.0,6.0,0.5,0.15,0.0,0.65797,0.031736,0.432925,0.5
0015,6.5,1000000.0,6.0,0.5,0.15,0.0,0.7128,0.034381,0.508084,0.5
0015,7.0,1000000.0,6.0,0.5,0.15,0.0,0.76764,0.03806,0.589271,0.5
0015,7.5,1000000.0,6.0,0.5,0.15,0.0,0.82247,0.040835,0.676457,0.5
0015,8.0,1000000.0,6.0,0.5,0.15,0.0,0.8773,0.045825,0.769655,0.5
0015,8.5,1000000.0,6.0,0.5,0.15,0.0,0.93213,0.050476,0.868866,0.5
0015,9.0,1000000.0,6.0,0.5,0.15,0.0,0.98696,0.056551,0.97409,0.5
0015,9.5,1000000.0,6.0,0.5,0.15,0.0,1.04179,0.061342,1.085326,0.5
0015,10.0,1000000.0,6.0,0.5,0.15,0.0,1.075,0.063624,1.155625,0.5
0015,10.5,1000000.0,6.0,0.5,0.15,0.0,1.075,0.06466,1.155625,0.5
0015,11.0,1000000.0,6.0,0.5,0.15,0.0,1.075,0.065426,1.155625,0.5
0015,11.5,1000000.0,6.0,0.5,0.15,0.0,1.075,0.065449,1.155625,0.5
0015,12.0,1000000.0,6.0,0.5,0.15,0.0,1.075,0.063085,1.155625,0.5
0015,12.5,1000000.0,6.0,0.5,0.15,0.0,1.075,0.064812,1.155625,0.5
0015,13.0,1000000.0,6.0,0.5,0.15,0.0,1.075,0.063595,1.155625,0.5
0015,13.5,1000000.0,6.0,0.5,0.15,0.0,1.075,0.06584,1.155625,0.5
0015,14.0,1000000.0,6.0,0.5,0.15,0.0,1.075,0.065795,1.155625,0.5
0015,14.5,1000000.0,6.0,0.5,0.15,0.0,1.075,0.064389,1.155625,0.5
0015,15.0,1000000.0,6.0,0.5,0.15,0.0,1.075,0.065334,1.155625,0.5
0015,15.5,1000000.0,6.0,0.5,0.15,0.0,1.075,0.068437,1.155625,0.5
0015,16.0,1000000.0,6.0,0.5,0.15,0.0,1.075,0.075435,1.155625,0.5
0015,16.5,1000000.0,6.0,0.5,0.15,0.0,1.075,0.104029,1.155625,0.5
0015,17.0,1000000.0,6.0,0.5,0.15,0.0,1.075,0.150917,1.155625,0.5
0015,17.5,1000000.0,6.0,0.5,0.15,0.0,1.075,0.202471,1.155625,0.5
0015,18.0,1000000.0,6.0,0.5,0.15,0.0,1.075,0.221293,1.155625,0.5
0015,18.5,1000000.0,6.0,0.5,0.15,0.0,1.075,0.231985,1.155625,0.5
0015,19.0,1000000.0,6.0,0.5,0.15,0.0,1.075,0.231625,1.155625,0.5
0015,19.5,1000000.0,6.0,0.5,0.15,0.0,1.075,0.234223,1.155625,0.5
0015,20.0,1000000.0,6.0,0.5,0.15,0.0,1.075,0.233823,1.155625,0.5
0015,20.5,1000000.0,6.0,0.5,0.15,0.0,1.075,0.241669,1.155625,0.5
0015,21.0,1000000.0,6.0,0.5,0.15,0.0,1.075,0.235637,1.155625,0.5
0015,21.5,1000000.0,6.0,0.5,0.15,0.0,1.075,0.238581,1.155625,0.5
0015,-12.0,1000000.0,6.0,0.7,0.15,0.0,-0.8,0.08169,0.64,0.7
0015,-11.5,1000000.0,6.0,0.7,0.15,0.0,-0.8,0.056893,0.64,0.7
0015,-11.0,1000000.0,6.0,0.7,0.15,0.0,-0.8,0.047697,0.64,0.7
0015,-10.5,1000000.0,6.0,0.7,0.15,0.0,-0.8,0.044895,0.64,0.7
0015,-10.0,1000000.0,6.0,0.7,0.15,0.0,-0.8,0.042717,0.64,0.7
0015,-9.5,1000000.0,6.0,0.7,0.15,0.0,-0.8,0.043743,0.64,0.7
0015,-9.0,1000000.0,6.0,0.7,0.15,0.0,-0.8,0.042586,0.64,0.7
0015,-8.5,1000000.0,6.0,0.7,0.15,0.0,-0.8,0.0428,0.64,0.7
0015,-8.0,1000000.0,6.0,0.7,0.15,0.0,-0.8,0.043449,0.64,0.7
0015,-7.5,1000000.0,6.0,0.7,0.15,0.0,-0.8,0.042675,0.64,0.7
0015,-7.0,1000000.0,6.0,0.7,0.15,0.0,-0.76764,0.040751,0.589271,0.7
0015,-6.5,1000000.0,6.0,0.7,0.15,0.0,-0.7128,0.036754,0.508084,0.7
0015,-6.0,1000000.0,6.0,0.7,0.15,0.0,-0.65797,0.033475,0.432925,0.7
0015,-5.5,1000000.0,6.0,0.7,0.15,0.0,-0.60314,0.029096,0.363778,0.7
0015,-5.0,1000000.0,6.0,0.7,0.15,0.0,-0.54831,0.026471,0.300644,0.7
0015,-4.5,1000000.0,6.0,0.7,0.15,0.0,-0.49348,0.02477,0.243523,0.7
0015,-4.0,1000000.0,6.0,0.7,0.15,0.0,-0.43865,0.022496,0.192414,0.7
0015,-3.5,1000000.0,6.0,0.7,0.15,0.0,-0.38382,0.019767,0.147318,0.7
0015,-3.0,1000000.0,6.0,0.7,0.15,0.0,-0.32899,0.018144,0.108234,0.7
0015,-2.5,1000000.0,6.0,0.7,0.15,0.0,-0.27416,0.016736,0.075164,0.7
0015,-2.0,1000000.0,6.0,0.7,0.15,0.0,-0.21932,0.015556,0.048101,0.7
0015,-1.5,1000000.0,6.0,0.7,0.15,0.0,-0.16449,0.013973,0.027057,0.7
0015,-1.0,1000000.0,6.0,0.7,0.15,0.0,-0.10966,0.013525,0.012025,0.7
0015,-0.5,1000000.0,6.0,0.7,0.15,0.0,-0.05483,0.013219,0.003006,0.7
0015,0.0,1000000.0,6.0,0.7,0.15,0.0,0.0,0.013283,0.0,0.7
0015,0.5,1000000.0,6.0,0.7,0.15,0.0,0.05483,0.013783,0.003006,0.7
0015,1.0,1000000.0,6.0,0.7,0.15,0.0,0.10966,0.01366,0.012025,0.7
0015,1.5,1000000.0,6.0,0.7,0.15,0.0,0.16449,0.014107,0.027057,0.7
0015,2.0,1000000.0,6.0,0.7,0.15,0.0,0.21932,0.015489,0.048101,0.7
0015,2.5,1000000.0,6.0,0.7,0.15,0.0,0.27416,0.016993,0.075164,0.7
0015,3.0,1000000.0,6.0,0.7,0.15,0.0,0.32899,0.01824,0.108234,0.7
0015,3.5,1000000.0,6.0,0.7,0.15,0.0,0.38382,0.019768,0.147318,0.7
0015,4.0,1000000.0,6.0,0.7,0.15,0.0,0.43865,0.02247,0.192414,0.7
0015,4.5,1000000.0,6.0,0.7,0.15,0.0,0.49348,0.024788,0.243523,0.7
0015,5.0,1000000.0,6.0,0.7,0.15,0.0,0.54831,0.026799,0.300644,0.7
0015,5.5,1000000.0,6.0,0.7,0.15,0.0,0.60314,0.030346,0.363778,0.7
0015,6.0,1000000.0,6.0,0.7,0.15,0.0,0.65797,0.03391,0.432925,0.7
0015,6.5,1000000.0,6.0,0.7,0.15,0.0,0.7128,0.037583,0.508084,0.7
0015,7.0,1000000.0,6.0,0.7,0.15,0.0,0.76764,0.040687,0.589271,0.7
0015,7.5,1000000.0,6.0,0.7,0.15,0.0,0.82247,0.044569,0.676457,0.7
0015,8.0,1000000.0,6.0,0.7,0.15,0.0,0.8773,0.050077,0.769655,0.7
0015,8.5,1000000.0,6.0,0.7,0.15,0.0,0.93213,0.052839,0.868866,0.7
0015,9.0,1000000.0,6.0,0.7,0.15,0.0,0.98696,0.059128,0.97409,0.7
0015,9.5,1000000.0,6.0,0.7,0.15,0.0,1.04179,0.062635,1.085326,0.7
0015,10.0,1000000.0,6.0,0.7,0.15,0.0,1.075,0.068314,1.155625,0.7
0015,10.5,1000000.0,6.0,0.7,0.15,0.0,1.075,0.066979,1.155625,0.7
0015,11.0,1000000.0,6.0,0.7,0.15,0.0,1.075,0.068519,1.155625,0.7
0015,11.5,1000000.0,6.0,0.7,0.15,0.0,1.075,0.067735,1.155625,0.7
0015,12.0,1000000.0,6.0,0.7,0.15,0.0,1.075,0.066006,1.155625,0.7
0015,12.5,1000000.0,6.0,0.7,0.15,0.0,1.075,0.068679,1.155625,0.7
0015,13.0,1000000.0,6.0,0.7,0.15,0.0,1.075,0.068814,1.155625,0.7
0015,13.5,1000000.0,6.0,0.7,0.15,0.0,1.075,0.068163,1.155625,0.7
0015,14.0,1000000.0,6.0,0.7,0.15,0.0,1.075,0.066586,1.155625,0.7
0015,14.5,1000000.0,6.0,0.7,0.15,0.0,1.075,0.067334,1.155625,0.7
0015,15.0,1000000.0,6.0,0.7,0.15,0.0,1.075,0.068795,1.155625,0.7
0015,15.5,1000000.0,6.0,0.7,0.15,0.0,1.075,0.071305,1.155625,0.7
0015,16.0,1000000.0,6.0,0.7,0.15,0.0,1.075,0.085284,1.155625,0.7
0015,16.5,1000000.0,6.0,0.7,0.15,0.0,1.075,0.114263,1.155625,0.7
0015,17.0,1000000.0,6.0,0.7,0.15,0.0,1.075,0.165275,1.155625,0.7
0015,17.5,1000000.0,6.0,0.7,0.15,0.0,1.075,0.231678,1.155625,0.7
0015,18.0,1000000.0,6.0,0.7,0.15,0.0,1.075,0.259983,1.155625,0.7
0015,18.5,1000000.0,6.0,0.7,0.15,0.0,1.075,0.272149,1.155625,0.7
0015,19.0,1000000.0,6.0,0.7,0.15,0.0,1.075,0.27435,1.155625,0.7
0015,19.5,1000000.0,6.0,0.7,0.15,0.0,1.075,0.280228,1.155625,0.7
0015,20.0,1000000.0,6.0,0.7,0.15,0.0,1.075,0.28182,1.155625,0.7
0015,20.5,1000000.0,6.0,0.7,0.15,0.0,1.075,0.278425,1.155625,0.7
0015,21.0,1000000.0,6.0,0.7,0.15,0.0,1.075,0.275861,1.155625,0.7
0015,21.5,1000000.0,6.0,0.7,0.15,0.0,1.075,0.277107,1.155625,0.7
0015,-12.0,2000000.0,6.30103,0.05,0.15,0.0,-0.8,0.065958,0.64,0.1
0015,-11.5,2000000.0,6.30103,0.05,0.15,0.0,-0.8,0.048098,0.64,0.1
0015,-11.0,2000000.0,6.30103,0.05,0.15,0.0,-0.8,0.041774,0.64,0.1
0015,-10.5,2000000.0,6.30103,0.05,0.15,0.0,-0.8,0.039311,0.64,0.1
0015,-10.0,2000000.0,6.30103,0.05,0.15,0.0,-0.8,0.03922,0.64,0.1
0015,-9.5,2000000.0,6.30103,0.05,0.15,0.0,-0.8,0.038848,0.64,0.1
0015,-9.0,2000000.0,6.30103,0.05,0.15,0.0,-0.8,0.037679,0.64,0.1
0015,-8.5,2000000.0,6.30103,0.05,0.15,0.0,-0.8,0.038522,0.64,0.1
0015,-8.0,2000000.0,6.30103,0.05,0.15,0.0,-0.8,0.037506,0.64,0.1
0015,-7.5,2000000.0,6.30103,0.05,0.15,0.0,-0.8,0.038445,0.64,0.1
0015,-7.0,2000000.0,6.30103,0.05,0.15,0.0,-0.76764,0.035396,0.589271,0.1
0015,-6.5,2000000.0,6.30103,0.05,0.15,0.0,-0.7128,0.031383,0.508084,0.1
0015,-6.0,2000000.0,6.30103,0.05,0.15,0.0,-0.65797,0.028473,0.432925,0.1
0015,-5.5,2000000.0,6.30103,0.05,0.15,0.0,-0.60314,0.024109,0.363778,0.1
0015,-5.0,2000000.0,6.30103,0.05,0.15,0.0,-0.54831,0.02158,0.300644,0.1
0015,-4.5,2000000.0,6.30103,0.05,0.15,0.0,-0.49348,0.019436,0.243523,0.1
0015,-4.0,2000000.0,6.30103,0.05,0.15,0.0,-0.43865,0.017117,0.192414,0.1
0015,-3.5,2000000.0,6.30103,0.05,0.15,0.0,-0.38382,0.014901,0.147318,0.1
0015,-3.0,2000000.0,6.30103,0.05,0.15,0.0,-0.32899,0.012843,0.108234,0.1
0015,-2.5,2000000.0,6.30103,0.05,0.15,0.0,-0.27416,0.011464,0.075164,0.1
0015,-2.0,2000000.0,6.30103,0.05,0.15,0.0,-0.21932,0.010401,0.048101,0.1
0015,-1.5,2000000.0,6.30103,0.05,0.15,0.0,-0.16449,0.009437,0.027057,0.1
0015,-1.0,2000000.0,6.30103,0.05,0.15,0.0,-0.10966,0.008649,0.012025,0.1
0015,-0.5,2000000.0,6.30103,0.05,0.15,0.0,-0.05483,0.008372,0.003006,0.1
0015,0.0,2000000.0,6.30103,0.05,0.15,0.0,0.0,0.008137,0.0,0.1
0015,0.5,2000000.0,6.30103,0.05,0.15,0.0,0.05483,0.008137,0.003006,0.1
0015,1.0,2000000.0,6.30103,0.05,0.15,0.0,0.10966,0.008615,0.012025,0.1
0015,1.5,2000000.0,6.30103,0.05,0.15,0.0,0.16449,0.009158,0.027057,0.1
0015,2.0,2000000.0,6.30103,0.05,0.15,0.0,0.21932,0.010323,0.048101,0.1
0015,2.5,2000000.0,6.30103,0.05,0.15,0.0,0.27416,0.0118,0.075164,0.1
0015,3.0,2000000.0,6.30103,0.05,0.15,0.0,0.32899,0.01329,0.108234,0.1
0015,3.5,2000000.0,6.30103,0.05,0.15,0.0,0.38382,0.0153,0.147318,0.1
0015,4.0,2000000.0,6.30103,0.05,0.15,0.0,0.43865,0.017018,0.192414,0.1
0015,4.5,2000000.0,6.30103,0.05,0.15,0.0,0.49348,0.019881,0.243523,0.1
0015,5.0,2000000.0,6.30103,0.05,0.15,0.0,0.54831,0.022098,0.300644,0.1
0015,5.5,2000000.0,6.30103,0.05,0.15,0.0,0.60314,0.025672,0.363778,0.1
0015,6.0,2000000.0,6.30103,0.05,0.15,0.0,0.65797,0.028345,0.432925,0.1
0015,6.5,2000000.0,6.30103,0.05,0.15,0.0,0.7128,0.03221,0.508084,0.1
0015,7.0,2000000.0,6.30103,0.05,0.15,0.0,0.76764,0.036461,0.589271,0.1
0015,7.5,2000000.0,6.30103,0.05,0.15,0.0,0.82247,0.039638,0.676457,0.1
0015,8.0,2000000.0,6.30103,0.05,0.15,0.0,0.8773,0.044261,0.769655,0.1
0015,8.5,2000000.0,6.30103,0.05,0.15,0.0,0.93213,0.049703,0.868866,0.1
0015,9.0,2000000.0,6.30103,0.05,0.15,0.0,0.98696,0.053579,0.97409,0.1
0015,9.5,2000000.0,6.30103,0.05,0.15,0.0,1.04179,0.057726,1.085326,0.1
0015,10.0,2000000.0,6.30103,0.05,0.15,0.0,1.075,0.064183,1.155625,0.1
0015,10.5,2000000.0,6.30103,0.05,0.15,0.0,1.075,0.061745,1.155625,0.1
0015,11.0,2000000.0,6.30103,0.05,0.15,0.0,1.075,0.062332,1.155625,0.1
0015,11.5,2000000.0,6.30103,0.05,0.15,0.0,1.075,0.063262,1.155625,0.1
0015,12.0,2000000.0,6.30103,0.05,0.15,0.0,1.075,0.061617,1.155625,0.1
0015,12.5,2000000.0,6.30103,0.05,0.15,0.0,1.075,0.061245,1.155625,0.1
0015,13.0,2000000.0,6.30103,0.05,0.15,0.0,1.075,0.062427,1.155625,0.1
0015,13.5,2000000.0,6.30103,0.05,0.15,0.0,1.075,0.060534,1.155625,0.1
0015,14.0,2000000.0,6.30103,0.05,0.15,0.0,1.075,0.061998,1.155625,0.1
0015,14.5,2000000.0,6.30103,0.05,0.15,0.0,1.075,0.062702,1.155625,0.1
0015,15.0,2000000.0,6.30103,0.05,0.15,0.0,1.075,0.062932,1.155625,0.1
0015,15.5,2000000.0,6.30103,0.05,0.15,0.0,1.075,0.064111,1.155625,0.1
0015,16.0,2000000.0,6.30103,0.05,0.15,0.0,1.075,0.075321,1.155625,0.1
0015,16.5,2000000.0,6.30103,0.05,0.15,0.0,1.075,0.095737,1.155625,0.1
0015,17.0,2000000.0,6.30103,0.05,0.15,0.0,1.075,0.140129,1.155625,0.1
0015,17.5,2000000.0,6.30103,0.05,0.15,0.0,1.075,0.178081,1.155625,0.1
0015,18.0,2000000.0,6.30103,0.05,0.15,0.0,1.075,0.198154,1.155625,0.1
0015,18.5,2000000.0,6.30103,0.05,0.15,0.0,1.075,0.20958,1.155625,0.1
0015,19.0,2000000.0,6.30103,0.05,0.15,0.0,1.075,0.210496,1.155625,0.1
0015,19.5,2000000.0,6.30103,0.05,0.15,0.0,1.075,0.208151,1.155625,0.1
0015,20.0,2000000.0,6.30103,0.05,0.15,0.0,1.075,0.216777,1.155625,0.1
0015,20.5,2000000.0,6.30103,0.05,0.15,0.0,1.075,0.21018,1.155625,0.1
0015,21.0,2000000.0,6.30103,0.05,0.15,0.0,1.075,0.20632,1.155625,0.1
0015,21.5,2000000.0,6.30103,0.05,0.15,0.0,1.075,0.216409,1.155625,0.1
0015,-12.0,2000000.0,6.30103,0.1,0.15,0.0,-0.8,0.06544,0.64,0.2
